48,-1.152774,0.6655536,3944.445682,3950.791693,157.3142429,124.4456984,332,208
49,2.4838812,0.6655536,0,0,0,0,0,0
50,1.152774,0.6655536,3954.495392,3945.782568,179.7906712,142.0257174,854,588
51,1.152774,-0.6655536,3877.295343,3885.673075,0,201.592494,1345,786
52,-1.8183276,1.8183276,0,0,0,0,0,0
53,0,1.3311072,3971.853983,3963.997566,160.0041018,121.7293724,964,539
54,2.4838812,-0.6655536,3853.998287,3846.055454,0,0,0,0
55,-0.6655536,-2.4838812,3813.799445,3816.000707,101.625153,91.57010105,924,417
56,1.8183276,-1.8183276,3770.402968,3788.222835,121.8714004,122.7124543,632,328
57,-2.4838812,0.6655536,0,0,0,0,0,0
58,-1.152774,-0.6655536,3885.517834,3898.423573,172.625961,148.3716659,544,357
59,0.6655536,2.4838812,3972.767593,3962.176066,152.8138226,103.6950794,288,188
60,0.6655536,-2.4838812,3774.057408,3778.204587,86.79688759,86.61951319,2499,1011
61,-1.8183276,-1.8183276,3867.702438,3855.162953,0,0,0,0
62,0,0,3928.457506,3933.942819,129.0048354,125.8049914,3978,1655
63,-2.4838812,-0.6655536,0,0,0,0,0,0
64,1.8183276,1.8183276,0,0,0,0,0,0
65,0,-1.3311072,3826.589986,3831.938831,126.7999502,124.0429405,2972,11152